Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,Action,5,0,8,5,68,10,0,0,0.0,1,3
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,App,0,0,1,1,39,2,0,0,-1.0,0,2
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,AuthDelegateImpl,3,0,3,2,46,5,0,0,0.0,2,2
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,ConsentDelegate,0,0,1,1,5,1,0,0,-1.0,1,0
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,FileOptions,7,7,0,0,9,0,0,0,-1.0,2,0
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,TokenCacheAspect,1,0,4,3,22,4,0,0,0.0,2,1
MipSDK-File-Java-Basic,com.microsoft.mipsdksample,AppTest,0,0,1,1,11,1,0,0,-1.0,0,0
