Project Name,Package Name,Type Name,Method Name,Code Smell
gs-actuator-service,com.example.actuatorservice,HelloWorldApplicationTests,shouldReturn200WhenSendingRequestToController,Long Statement
gs-actuator-service,com.example.actuatorservice,HelloWorldApplicationTests,shouldReturn200WhenSendingRequestToManagementEndpoint,Long Statement
