Project Name,Package Name,Type Name,Code Smell
gs-accessing-data-r2dbc,com.example.accessingdatar2dbc,CustomerRepositoryTests,Unutilized Abstraction
gs-accessing-data-r2dbc,com.example.accessingdatar2dbc,AccessingDataR2dbcApplication,Unutilized Abstraction
