Project Name,Package Name,Type Name,Code Smell
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplicationTests,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.servicea.controller,ServiceARestController,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplicationTests,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.serviceb.controller,ServiceBRestController,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplicationTests,Unutilized Abstraction
