Project Name,Package Name,Type Name,Code Smell
gs-messaging-rabbitmq,com.example.messagingrabbitmq,MessagingRabbitmqApplicationTest,Unutilized Abstraction
gs-messaging-rabbitmq,com.example.messagingrabbitmq,MessagingRabbitmqApplication,Unutilized Abstraction
