Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.servicea.controller,ServiceARestController,helloWorld,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.serviceb.controller,ServiceBRestController,ServiceBRestController,4.0,1.0,2.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.serviceb.controller,ServiceBRestController,helloWorld,5.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-service-registration-and-discovery,com.example.servicea.controller,ServiceARestController,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-service-registration-and-discovery,com.example.serviceb.controller,ServiceBRestController,,13.0,,,typeMetrics.csv,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-service-registration-and-discovery,com.example.eurekaserver,EurekaServerApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.servicea.controller,ServiceARestController,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.servicea,ServiceaApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.serviceb.controller,ServiceBRestController,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-service-registration-and-discovery,com.example.serviceb,ServicebApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
