Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
observability-with-amazon-opensearch,com.example.restservice,Logging,Logging,4.0,1.0,2.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,getService,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,getMessage,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,setService,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,setMessage,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,toString,7.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,LoggingController,save,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Metrics,Metrics,4.0,1.0,2.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Metrics,getId,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Metrics,getService,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,MetricsController,metrics,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,RestServiceApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
observability-with-amazon-opensearch,com.example.restservice,Logging,,27.0,,,typeMetrics.csv,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,
observability-with-amazon-opensearch,com.example.restservice,LoggingController,,6.0,,,typeMetrics.csv,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
observability-with-amazon-opensearch,com.example.restservice,Metrics,,14.0,,,typeMetrics.csv,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
observability-with-amazon-opensearch,com.example.restservice,MetricsController,,7.0,,,typeMetrics.csv,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
observability-with-amazon-opensearch,com.example.restservice,RestServiceApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
observability-with-amazon-opensearch,com.example.restservice,LoggingController,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
observability-with-amazon-opensearch,com.example.restservice,Metrics,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
observability-with-amazon-opensearch,com.example.restservice,MetricsController,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
