Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
gs-messaging-jms,hello,Application,myFactory,5.0,1.0,2.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Application,jacksonJmsMessageConverter,6.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Application,main,6.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,Email,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,Email,4.0,1.0,2.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,getTo,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,setTo,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,getBody,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,setBody,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Email,toString,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Receiver,receiveMessage,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Application,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-messaging-jms,hello,Application,,19.0,,,typeMetrics.csv,0.0,0.0,3.0,3.0,3.0,0.0,0.0,-1.0,2.0,1.0,
gs-messaging-jms,hello,Email,,25.0,,,typeMetrics.csv,2.0,0.0,7.0,7.0,7.0,0.0,0.0,0.2857142857142857,1.0,0.0,
gs-messaging-jms,hello,Receiver,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,
gs-messaging-jms,hello,Application,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,
gs-messaging-jms,hello,Receiver,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-messaging-jms,hello,Application,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
