Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
gs-accessing-vault,hello,Application,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Application,run,26.0,2.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,readShouldRetrieveVaultData,4.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,writeShouldStoreVaultData,10.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,getUsername,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,setUsername,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,getPassword,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,VaultOperationsTest,setPassword,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Credentials,getUsername,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Credentials,setUsername,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Credentials,getPassword,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Credentials,setPassword,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-accessing-vault,hello,Application,,32.0,,,typeMetrics.csv,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,
gs-accessing-vault,hello,VaultOperationsTest,,33.0,,,typeMetrics.csv,3.0,0.0,6.0,4.0,6.0,0.0,0.0,0.5,0.0,1.0,
gs-accessing-vault,hello,Credentials,,16.0,,,typeMetrics.csv,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.5,1.0,0.0,
gs-accessing-vault,hello,VaultOperationsTest,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
