Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
gs-multi-module,com.example.multimodule.application,DemoApplication,DemoApplication,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.application,DemoApplication,home,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.application,DemoApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.application,DemoApplicationTest,contextLoads,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.service,MyService,MyService,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.service,MyService,message,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.service,ServiceProperties,getMessage,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.service,ServiceProperties,setMessage,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.service,MyServiceTest,contextLoads,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimoduleapplication,MultiModuleApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimoduleapplication,MultiModuleApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodulelibrary,MultiModuleLibraryApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodulelibrary,MultiModuleLibraryApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-multi-module,com.example.multimodule.application,DemoApplication,,12.0,,,typeMetrics.csv,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.6666666666666666,1.0,2.0,
gs-multi-module,com.example.multimodule.application,DemoApplicationTest,,6.0,,,typeMetrics.csv,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
gs-multi-module,com.example.multimodule.service,MyService,,9.0,,,typeMetrics.csv,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,
gs-multi-module,com.example.multimodule.service,ServiceProperties,,12.0,,,typeMetrics.csv,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,
gs-multi-module,com.example.multimodule.service,MyServiceTest,,8.0,,,typeMetrics.csv,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
gs-multi-module,com.example.multimodule.service,TestConfiguration,,2.0,,,typeMetrics.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,
gs-multi-module,com.example.multimoduleapplication,MultiModuleApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
gs-multi-module,com.example.multimoduleapplication,MultiModuleApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-multi-module,com.example.multimodulelibrary,MultiModuleLibraryApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,
gs-multi-module,com.example.multimodulelibrary,MultiModuleLibraryApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-multi-module,com.example.multimodule.application,DemoApplicationTest,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-multi-module,com.example.multimodule.service,MyServiceTest,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-multi-module,com.example.multimodule.service,TestConfiguration,,,,,designCodeSmells.csv,,,,,,,,,,,Unnecessary Abstraction
gs-multi-module,com.example.multimodule.service,TestConfiguration,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-multi-module,com.example.multimoduleapplication,MultiModuleApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-multi-module,com.example.multimodulelibrary,MultiModuleLibraryApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
