Project Name,Package Name,Type Name,MethodName,LOC,CC,PC,source_file,NOF,NOPF,NOM,NOPM,WMC,NC,DIT,LCOM,FANIN,FANOUT,Code Smell
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,restTemplate,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,run,7.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTest,contextLoads,3.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,main,3.0,1.0,1.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTests,contextLoads,2.0,1.0,0.0,methodMetrics.csv,,,,,,,,,,,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,,16.0,,,typeMetrics.csv,1.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTest,,6.0,,,typeMetrics.csv,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,,5.0,,,typeMetrics.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTests,,4.0,,,typeMetrics.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTest,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplication,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
gs-consuming-rest,com.example.consumingrest,ConsumingRestApplicationTests,,,,,designCodeSmells.csv,,,,,,,,,,,Unutilized Abstraction
