Project Name,Package Name,Type Name,Code Smell
gs-authenticating-ldap,com.example.authenticatingldap,HomeController,Unutilized Abstraction
gs-authenticating-ldap,com.example.authenticatingldap,WebSecurityConfig,Unutilized Abstraction
gs-authenticating-ldap,com.example.authenticatingldap,AuthenticatingLdapApplicationTests,Unutilized Abstraction
gs-authenticating-ldap,com.example.authenticatingldap,AuthenticatingLdapApplication,Unutilized Abstraction
gs-authenticating-ldap,com.example.authenticatingldap,HomeController,Unutilized Abstraction
